Application order,Age at enrollment,Unemployment rate,Inflation rate,GDP,Units 1st sem credit,Units 1st sem enroll,Units 1st sem approved,Units 1st sem grade,Units 1st sem eval,Units 1st sem without eval,Target,cluster_label
1,19,16.2,0.3,-0.92,0,6,6,14.25,10,0,Graduate,0
5,19,12.7,3.7,-1.7,0,7,0,0.0,0,0,Dropout,2
1,18,13.9,-0.3,0.79,0,0,0,0.0,0,0,Dropout,2
1,19,11.1,0.6,2.02,0,7,7,13.894285714285711,7,0,Graduate,0
1,19,15.5,2.8,-4.06,0,7,7,13.46875,8,0,Graduate,0
4,19,10.8,1.4,1.74,0,5,5,13.6,5,0,Graduate,0
1,21,12.4,0.5,1.79,3,6,6,14.666666666666666,6,0,Graduate,0
3,18,15.5,2.8,-4.06,0,6,6,13.666666666666666,6,0,Graduate,0
1,33,9.4,-0.8,-3.12,9,12,10,13.3,22,0,Graduate,3
1,32,12.7,3.7,-1.7,7,11,11,13.454545454545457,13,0,Graduate,3
6,17,9.4,-0.8,-3.12,0,8,8,13.41625,8,0,Graduate,0
1,31,12.7,3.7,-1.7,0,7,0,0.0,0,0,Dropout,2
1,32,15.5,2.8,-4.06,0,6,6,11.333333333333334,6,0,Graduate,1
2,18,11.1,0.6,2.02,0,6,6,16.0,8,0,Dropout,0
1,31,8.9,1.4,3.51,2,6,5,11.0,8,0,Enrolled,1
1,20,8.9,1.4,3.51,0,6,6,12.857142857142858,8,0,Enrolled,0
1,40,10.8,1.4,1.74,0,5,0,0.0,5,0,Dropout,1
1,32,7.6,2.6,0.32,0,5,5,14.8,5,0,Graduate,1
1,40,12.7,3.7,-1.7,1,5,1,13.0,7,0,Dropout,1
1,18,16.2,0.3,-0.92,0,0,0,0.0,0,0,Graduate,2
1,28,12.7,3.7,-1.7,4,9,4,10.0,14,0,Dropout,3
2,19,9.4,-0.8,-3.12,0,6,5,11.2,11,0,Graduate,0
1,19,15.5,2.8,-4.06,0,6,6,11.833333333333334,8,0,Graduate,0
6,21,10.8,1.4,1.74,0,5,0,0.0,0,0,Dropout,2
4,22,7.6,2.6,0.32,0,5,2,10.5,8,0,Dropout,0
3,18,12.4,0.5,1.79,0,5,5,12.5,8,0,Dropout,0
1,27,9.4,-0.8,-3.12,0,0,0,0.0,0,0,Dropout,2
1,19,8.9,1.4,3.51,4,10,5,11.0,10,0,Enrolled,0
1,30,9.4,-0.8,-3.12,6,10,9,12.333333333333334,14,0,Graduate,3
1,28,16.2,0.3,-0.92,0,6,0,0.0,9,0,Dropout,2
1,34,9.4,-0.8,-3.12,0,5,1,17.0,14,0,Enrolled,1
1,21,10.8,1.4,1.74,0,5,5,11.0,5,0,Enrolled,0
1,20,16.2,0.3,-0.92,0,6,5,11.142857142857142,11,0,Graduate,0
1,31,7.6,2.6,0.32,3,8,5,12.166666666666666,19,0,Dropout,3
1,21,7.6,2.6,0.32,0,5,2,11.0,9,0,Dropout,0
2,27,7.6,2.6,0.32,0,5,1,11.0,8,0,Dropout,0
6,19,7.6,2.6,0.32,0,6,4,13.25,10,0,Graduate,0
4,21,10.8,1.4,1.74,0,6,0,0.0,7,0,Enrolled,2
1,21,16.2,0.3,-0.92,0,6,2,12.5,17,0,Dropout,0
1,35,7.6,2.6,0.32,6,10,7,12.142857142857142,10,0,Dropout,1
1,28,7.6,2.6,0.32,0,5,3,12.0,8,0,Dropout,0
1,24,10.8,1.4,1.74,0,6,4,11.25,6,0,Enrolled,0
3,19,9.4,-0.8,-3.12,0,4,0,0.0,8,1,Dropout,2
1,20,13.9,-0.3,0.79,0,6,5,12.4,7,0,Enrolled,0
1,20,16.2,0.3,-0.92,0,6,6,12.833333333333334,6,0,Graduate,0
1,19,9.4,-0.8,-3.12,0,5,1,13.0,7,0,Enrolled,0
1,37,8.9,1.4,3.51,5,7,5,12.0,7,0,Dropout,1
1,19,7.6,2.6,0.32,0,6,2,12.0,13,0,Dropout,0
1,36,13.9,-0.3,0.79,0,7,0,0.0,18,0,Dropout,1
1,29,9.4,-0.8,-3.12,0,5,0,0.0,0,0,Dropout,2
1,30,13.9,-0.3,0.79,0,6,6,11.375,10,0,Graduate,0
1,32,11.1,0.6,2.02,1,6,2,12.0,15,0,Dropout,1
1,26,10.8,1.4,1.74,0,6,6,11.833333333333334,6,0,Enrolled,0
1,37,16.2,0.3,-0.92,0,6,1,12.0,17,0,Dropout,1
1,27,13.9,-0.3,0.79,1,6,3,12.0,7,0,Dropout,0
1,18,13.9,-0.3,0.79,0,6,6,12.714285714285714,7,0,Graduate,0
1,18,9.4,-0.8,-3.12,0,8,8,15.3,8,0,Graduate,0
2,32,15.5,2.8,-4.06,2,8,2,11.5,12,2,Dropout,1
1,20,12.4,0.5,1.79,0,5,1,13.0,12,0,Enrolled,0
1,22,16.2,0.3,-0.92,0,6,0,0.0,12,0,Dropout,2
1,32,12.4,0.5,1.79,0,7,0,0.0,0,0,Dropout,2
1,21,7.6,2.6,0.32,0,5,4,11.0,8,0,Enrolled,0
4,19,10.8,1.4,1.74,0,6,3,12.666666666666666,7,0,Dropout,0
1,18,8.9,1.4,3.51,0,6,6,13.5,6,0,Graduate,0
4,18,8.9,1.4,3.51,0,5,5,12.0,7,0,Graduate,0
1,38,15.5,2.8,-4.06,0,5,0,0.0,6,0,Dropout,1
3,21,7.6,2.6,0.32,0,6,5,11.8,8,0,Dropout,0
1,21,9.4,-0.8,-3.12,0,6,2,11.5,12,0,Dropout,0
1,26,7.6,2.6,0.32,0,5,2,11.5,11,0,Enrolled,0
4,19,7.6,2.6,0.32,0,7,6,14.616666666666667,7,0,Graduate,0
6,19,10.8,1.4,1.74,0,8,7,14.06,8,0,Enrolled,0
1,18,7.6,2.6,0.32,0,6,4,11.0,9,0,Dropout,0
1,25,12.7,3.7,-1.7,0,5,0,0.0,0,0,Dropout,2
6,19,7.6,2.6,0.32,6,14,7,12.192307692307692,22,5,Graduate,3
2,18,13.9,-0.3,0.79,0,6,6,12.833333333333334,6,0,Graduate,0
1,19,13.9,-0.3,0.79,0,5,5,12.875,8,0,Graduate,0
1,22,12.4,0.5,1.79,0,6,6,12.166666666666666,6,0,Graduate,0
1,21,15.5,2.8,-4.06,0,6,6,13.428571428571429,11,0,Graduate,0
1,21,8.9,1.4,3.51,0,6,6,14.5,6,0,Graduate,0
1,20,11.1,0.6,2.02,0,7,7,12.142857142857142,7,0,Graduate,0
1,19,10.8,1.4,1.74,0,5,4,11.25,6,0,Enrolled,0
4,18,7.6,2.6,0.32,0,7,6,13.9,7,0,Graduate,0
1,26,13.9,-0.3,0.79,0,7,3,13.766666666666666,12,0,Dropout,0
1,31,7.6,2.6,0.32,13,15,13,11.615384615384617,17,0,Dropout,3
1,18,11.1,0.6,2.02,0,6,6,15.166666666666666,6,0,Graduate,0
1,35,11.1,0.6,2.02,0,5,0,0.0,5,0,Dropout,2
1,19,12.7,3.7,-1.7,0,5,2,14.5,10,1,Enrolled,0
1,19,15.5,2.8,-4.06,0,6,5,10.8,9,0,Graduate,0
2,18,11.1,0.6,2.02,0,7,7,13.995714285714287,7,0,Graduate,0
1,20,12.4,0.5,1.79,0,6,6,13.285714285714286,8,0,Graduate,0
4,19,8.9,1.4,3.51,6,12,12,12.75,12,0,Graduate,3
1,21,10.8,1.4,1.74,0,6,2,10.5,15,0,Enrolled,0
1,18,16.2,0.3,-0.92,0,7,7,12.714285714285714,7,0,Graduate,0
1,23,9.4,-0.8,-3.12,0,8,8,12.88625,8,0,Graduate,0
1,21,16.2,0.3,-0.92,0,6,5,13.0,7,0,Graduate,0
1,19,11.1,0.6,2.02,0,5,5,12.2,7,0,Graduate,0
2,19,10.8,1.4,1.74,0,5,4,12.8,8,0,Enrolled,0
1,20,8.9,1.4,3.51,7,11,11,13.785714285714286,15,0,Graduate,3
1,18,16.2,0.3,-0.92,0,5,0,0.0,5,0,Enrolled,2
1,18,9.4,-0.8,-3.12,0,8,8,14.50125,8,0,Graduate,0
5,19,7.6,2.6,0.32,0,7,6,14.35,7,0,Graduate,0
1,21,9.4,-0.8,-3.12,0,6,6,11.5,6,0,Graduate,0
1,18,12.7,3.7,-1.7,0,6,6,11.714285714285714,8,0,Graduate,0
1,20,15.5,2.8,-4.06,0,6,6,13.571428571428571,9,0,Enrolled,0
1,18,12.7,3.7,-1.7,0,6,5,13.0,6,0,Graduate,0
5,18,15.5,2.8,-4.06,0,7,7,13.56875,8,0,Graduate,0
1,32,9.4,-0.8,-3.12,1,5,5,10.2,5,0,Enrolled,1
2,18,13.9,-0.3,0.79,0,0,0,0.0,0,0,Graduate,2
3,19,10.8,1.4,1.74,0,6,5,12.2,8,0,Enrolled,0
3,18,9.4,-0.8,-3.12,0,8,8,14.15375,8,0,Graduate,0
6,18,9.4,-0.8,-3.12,0,8,0,0.0,8,8,Dropout,2
5,20,11.1,0.6,2.02,0,6,6,13.833333333333334,7,0,Graduate,0
1,19,12.4,0.5,1.79,0,6,6,13.428571428571429,7,0,Enrolled,0
4,19,10.8,1.4,1.74,0,8,7,12.454285714285716,8,0,Graduate,0
1,18,9.4,-0.8,-3.12,0,5,1,11.0,9,1,Enrolled,0
4,18,15.5,2.8,-4.06,0,7,0,0.0,0,0,Dropout,2
3,18,12.4,0.5,1.79,0,7,6,13.271666666666668,8,0,Graduate,0
6,20,11.1,0.6,2.02,0,7,6,13.548333333333334,8,0,Enrolled,0
1,19,16.2,0.3,-0.92,0,6,6,12.166666666666666,6,0,Enrolled,0
1,21,12.7,3.7,-1.7,0,6,2,11.0,16,0,Dropout,0
1,19,11.1,0.6,2.02,0,7,7,13.285714285714286,7,0,Graduate,0
1,20,15.5,2.8,-4.06,0,6,6,13.333333333333334,6,0,Graduate,0
1,21,9.4,-0.8,-3.12,0,8,8,13.2575,8,0,Graduate,0
1,23,11.1,0.6,2.02,0,6,0,0.0,7,0,Dropout,2
1,18,12.7,3.7,-1.7,0,6,6,12.666666666666666,10,0,Dropout,0
1,30,12.7,3.7,-1.7,0,5,5,14.6,5,0,Dropout,0
1,20,9.4,-0.8,-3.12,0,5,0,0.0,13,5,Dropout,2
2,29,10.8,1.4,1.74,3,5,3,12.333333333333334,7,0,Dropout,0
1,24,10.8,1.4,1.74,0,5,5,10.8,5,0,Enrolled,0
1,20,7.6,2.6,0.32,0,6,6,11.666666666666666,7,0,Graduate,0
1,27,13.9,-0.3,0.79,0,6,4,12.5,6,0,Dropout,0
1,23,7.6,2.6,0.32,0,5,0,0.0,0,0,Dropout,2
1,23,11.1,0.6,2.02,0,6,6,15.333333333333334,6,0,Graduate,0
3,18,12.7,3.7,-1.7,0,8,7,14.2,8,0,Graduate,0
1,19,12.7,3.7,-1.7,0,6,6,14.833333333333334,6,0,Graduate,0
6,19,13.9,-0.3,0.79,0,7,7,13.642857142857142,7,0,Dropout,0
1,18,11.1,0.6,2.02,0,6,6,13.833333333333334,6,0,Dropout,0
2,19,9.4,-0.8,-3.12,0,6,6,11.833333333333334,6,0,Graduate,0
1,18,13.9,-0.3,0.79,0,6,6,13.428571428571429,7,0,Graduate,0
1,29,9.4,-0.8,-3.12,8,13,8,10.5,16,0,Enrolled,3
2,24,13.9,-0.3,0.79,0,7,6,11.416666666666666,10,0,Graduate,0
2,19,8.9,1.4,3.51,0,7,2,12.75,16,0,Dropout,0
1,19,12.7,3.7,-1.7,0,7,6,11.15,10,0,Enrolled,0
1,19,10.8,1.4,1.74,0,6,3,11.666666666666666,8,0,Enrolled,0
4,20,11.1,0.6,2.02,0,6,6,11.5,7,0,Graduate,0
2,18,10.8,1.4,1.74,0,6,6,13.833333333333334,6,0,Graduate,0
2,18,13.9,-0.3,0.79,1,6,6,11.714285714285714,8,1,Dropout,0
5,19,12.4,0.5,1.79,0,7,7,11.678571428571429,8,0,Graduate,0
1,19,13.9,-0.3,0.79,0,6,6,15.714285714285714,7,0,Dropout,0
1,18,13.9,-0.3,0.79,0,0,0,0.0,0,0,Graduate,2
1,19,10.8,1.4,1.74,0,6,6,13.0,6,0,Graduate,0
2,18,16.2,0.3,-0.92,0,7,7,14.485714285714286,7,0,Graduate,0
1,24,16.2,0.3,-0.92,0,5,5,12.285714285714286,9,0,Enrolled,0
1,28,13.9,-0.3,0.79,0,7,4,13.375,12,0,Enrolled,0
1,20,12.7,3.7,-1.7,1,8,7,11.571428571428571,8,0,Graduate,0
6,19,12.7,3.7,-1.7,0,8,7,12.657142857142857,8,0,Graduate,0
1,22,9.4,-0.8,-3.12,0,5,2,10.0,9,1,Dropout,0
1,19,12.7,3.7,-1.7,0,6,6,13.714285714285714,7,0,Graduate,0
1,36,16.2,0.3,-0.92,10,14,13,13.071428571428571,21,0,Graduate,3
1,19,15.5,2.8,-4.06,0,6,6,15.333333333333334,7,0,Graduate,0
1,18,16.2,0.3,-0.92,0,6,5,11.571428571428571,9,0,Graduate,0
4,40,7.6,2.6,0.32,0,5,0,0.0,10,0,Dropout,1
2,19,7.6,2.6,0.32,0,7,6,12.9,7,0,Graduate,0
1,38,10.8,1.4,1.74,1,8,5,13.126,12,1,Enrolled,1
1,32,15.5,2.8,-4.06,4,10,4,11.5,20,2,Dropout,3
1,19,9.4,-0.8,-3.12,0,6,3,10.333333333333334,11,0,Enrolled,0
3,19,8.9,1.4,3.51,0,6,6,13.5,6,0,Graduate,0
1,35,10.8,1.4,1.74,0,1,0,0.0,1,1,Dropout,2
1,20,7.6,2.6,0.32,0,5,4,12.0,5,0,Enrolled,0
1,29,12.7,3.7,-1.7,2,8,7,11.142857142857142,10,0,Graduate,0
1,29,15.5,2.8,-4.06,0,5,5,11.4,11,0,Enrolled,0
5,19,9.4,-0.8,-3.12,0,8,7,12.771428571428572,8,1,Enrolled,0
6,18,10.8,1.4,1.74,0,8,7,13.79857142857143,8,0,Graduate,0
1,25,7.6,2.6,0.32,0,6,6,13.333333333333334,7,0,Graduate,0
1,50,8.9,1.4,3.51,0,6,0,0.0,11,0,Dropout,1
1,24,7.6,2.6,0.32,14,15,14,11.357142857142858,17,0,Dropout,3
5,18,9.4,-0.8,-3.12,0,5,0,0.0,11,0,Dropout,2
1,20,15.5,2.8,-4.06,0,6,6,15.692307692307692,13,0,Graduate,0
1,20,15.5,2.8,-4.06,13,18,18,15.052631578947368,19,0,Graduate,3
1,21,9.4,-0.8,-3.12,6,10,6,11.5,20,0,Dropout,3
1,28,10.8,1.4,1.74,2,8,7,11.0,15,0,Enrolled,3
1,19,12.4,0.5,1.79,0,6,6,13.0,6,0,Graduate,0
1,18,9.4,-0.8,-3.12,0,8,8,12.93875,8,0,Graduate,0
1,22,12.7,3.7,-1.7,0,0,0,0.0,0,0,Graduate,2
1,25,15.5,2.8,-4.06,0,6,0,0.0,6,0,Dropout,2
1,37,11.1,0.6,2.02,0,7,5,13.0,10,0,Dropout,1
1,38,11.1,0.6,2.02,0,7,5,12.18,11,0,Dropout,1
1,36,13.9,-0.3,0.79,0,6,3,11.333333333333334,13,0,Dropout,1
2,18,12.7,3.7,-1.7,0,8,7,13.0,8,0,Graduate,0
1,19,9.4,-0.8,-3.12,0,5,0,0.0,5,0,Dropout,2
1,24,9.4,-0.8,-3.12,0,5,2,12.5,13,2,Dropout,0
1,20,11.1,0.6,2.02,0,6,5,11.0,9,0,Graduate,0
1,21,12.7,3.7,-1.7,0,0,0,0.0,0,0,Dropout,2
3,32,7.6,2.6,0.32,0,5,0,0.0,5,0,Dropout,2
1,39,12.7,3.7,-1.7,0,5,0,0.0,9,0,Dropout,1
1,33,12.7,3.7,-1.7,0,5,0,0.0,6,0,Dropout,2
2,20,9.4,-0.8,-3.12,0,5,5,12.4,5,0,Graduate,0
1,19,16.2,0.3,-0.92,0,6,6,15.5,8,0,Graduate,0
1,43,13.9,-0.3,0.79,0,5,2,11.5,13,0,Dropout,1
1,49,16.2,0.3,-0.92,0,5,4,13.333333333333334,7,0,Dropout,1
2,18,12.7,3.7,-1.7,0,6,6,12.666666666666666,8,0,Graduate,0
1,27,11.1,0.6,2.02,0,6,0,0.0,6,0,Enrolled,2
1,19,8.9,1.4,3.51,0,5,5,12.6,8,0,Dropout,0
1,45,16.2,0.3,-0.92,0,6,6,13.5,6,0,Dropout,1
1,19,13.9,-0.3,0.79,0,6,6,13.0,6,0,Graduate,0
1,21,13.9,-0.3,0.79,0,6,6,11.714285714285714,15,0,Graduate,0
1,18,13.9,-0.3,0.79,0,6,6,12.166666666666666,8,0,Graduate,0
3,18,9.4,-0.8,-3.12,0,5,0,0.0,10,1,Dropout,2
1,29,9.4,-0.8,-3.12,0,6,0,0.0,12,0,Dropout,2
1,19,9.4,-0.8,-3.12,0,5,5,11.5,6,0,Graduate,0
1,18,12.4,0.5,1.79,0,5,4,11.25,7,0,Enrolled,0
1,22,12.4,0.5,1.79,2,7,7,12.285714285714286,7,0,Graduate,0
6,18,11.1,0.6,2.02,0,7,7,12.718571428571428,7,0,Dropout,0
1,20,13.9,-0.3,0.79,2,6,5,12.4,12,0,Enrolled,0
1,20,10.8,1.4,1.74,0,0,0,0.0,0,0,Dropout,2
1,29,11.1,0.6,2.02,0,6,1,14.0,16,0,Dropout,0
1,29,7.6,2.6,0.32,0,5,3,11.666666666666666,10,0,Dropout,0
1,23,9.4,-0.8,-3.12,0,6,1,13.0,15,0,Enrolled,0
1,19,10.8,1.4,1.74,0,0,0,0.0,0,0,Dropout,2
1,18,7.6,2.6,0.32,0,5,0,0.0,10,0,Dropout,2
1,22,7.6,2.6,0.32,2,6,4,11.5,13,0,Dropout,0
1,34,10.8,1.4,1.74,6,10,7,11.714285714285714,10,0,Dropout,1
1,26,13.9,-0.3,0.79,0,5,5,12.6,7,0,Graduate,0
1,24,11.1,0.6,2.02,12,17,13,11.642857142857142,19,0,Dropout,3
1,17,11.1,0.6,2.02,0,6,6,14.875,8,0,Graduate,0
4,21,9.4,-0.8,-3.12,0,5,2,10.0,11,0,Enrolled,0
1,34,12.7,3.7,-1.7,0,5,5,14.2,5,0,Enrolled,1
1,19,12.4,0.5,1.79,0,6,6,12.714285714285714,8,0,Graduate,0
1,49,8.9,1.4,3.51,4,12,5,11.6,16,0,Dropout,1
1,23,13.9,-0.3,0.79,0,7,5,11.94,14,0,Dropout,0
3,18,12.4,0.5,1.79,0,5,4,11.6,10,0,Dropout,0
1,20,13.9,-0.3,0.79,0,7,5,12.7,9,0,Enrolled,0
3,19,8.9,1.4,3.51,0,6,6,13.333333333333334,6,0,Graduate,0
1,24,16.2,0.3,-0.92,4,9,8,13.333333333333334,13,0,Enrolled,0
1,18,8.9,1.4,3.51,0,5,5,13.4,5,0,Graduate,0
1,45,9.4,-0.8,-3.12,0,6,0,0.0,12,0,Dropout,1
1,30,7.6,2.6,0.32,0,5,2,11.0,5,0,Dropout,1
1,28,8.9,1.4,3.51,13,15,13,12.0,17,0,Dropout,3
1,40,12.7,3.7,-1.7,0,5,0,0.0,0,0,Dropout,1
2,32,10.8,1.4,1.74,0,5,0,0.0,5,0,Dropout,2
5,19,7.6,2.6,0.32,0,6,4,12.5,12,0,Dropout,0
1,20,16.2,0.3,-0.92,0,6,6,13.666666666666666,7,0,Graduate,0
1,18,9.4,-0.8,-3.12,0,5,1,10.0,10,0,Dropout,0
1,20,10.8,1.4,1.74,0,6,6,11.5,6,0,Dropout,0
1,39,15.5,2.8,-4.06,0,5,4,12.25,7,0,Enrolled,1
1,19,11.1,0.6,2.02,0,6,5,13.6,11,0,Enrolled,0
1,38,7.6,2.6,0.32,0,5,2,10.5,11,0,Enrolled,1
3,18,7.6,2.6,0.32,0,7,6,13.266666666666666,7,0,Graduate,0
4,18,13.9,-0.3,0.79,0,7,7,12.5125,8,0,Graduate,0
1,28,7.6,2.6,0.32,0,5,0,0.0,9,0,Dropout,2
1,31,12.7,3.7,-1.7,0,6,0,0.0,14,0,Dropout,2
1,23,7.6,2.6,0.32,0,7,6,13.483333333333334,7,0,Graduate,0
1,21,11.1,0.6,2.02,0,7,6,12.565,9,0,Enrolled,0
1,33,16.2,0.3,-0.92,0,6,0,0.0,8,0,Dropout,2
1,22,12.7,3.7,-1.7,0,5,3,13.0,9,0,Dropout,0
1,20,12.4,0.5,1.79,0,5,5,16.5,6,0,Dropout,0
1,19,8.9,1.4,3.51,0,6,6,13.166666666666666,7,0,Enrolled,0
1,20,16.2,0.3,-0.92,1,6,6,13.8,11,0,Graduate,0
1,25,9.4,-0.8,-3.12,0,6,6,11.166666666666666,7,0,Enrolled,0
1,25,13.9,-0.3,0.79,0,6,0,0.0,0,0,Dropout,2
4,19,9.4,-0.8,-3.12,0,6,6,12.666666666666666,7,0,Enrolled,0
1,20,7.6,2.6,0.32,0,5,5,12.6,5,0,Graduate,0
1,33,16.2,0.3,-0.92,0,7,5,13.06,7,0,Enrolled,1
5,19,7.6,2.6,0.32,0,6,6,13.833333333333334,7,0,Graduate,0
1,31,7.6,2.6,0.32,0,5,0,0.0,5,0,Dropout,2
1,24,8.9,1.4,3.51,2,6,2,16.0,6,0,Dropout,0
1,23,15.5,2.8,-4.06,0,5,0,0.0,5,0,Dropout,2
1,26,9.4,-0.8,-3.12,0,5,3,10.666666666666666,12,0,Dropout,0
1,38,16.2,0.3,-0.92,14,18,18,14.5,18,0,Graduate,3
6,20,8.9,1.4,3.51,0,5,5,14.0,6,0,Graduate,0
5,20,12.4,0.5,1.79,0,5,3,13.333333333333334,10,0,Graduate,0
1,25,10.8,1.4,1.74,0,6,0,0.0,0,0,Dropout,2
2,19,8.9,1.4,3.51,0,6,5,12.0,9,0,Graduate,0
1,18,8.9,1.4,3.51,0,5,5,16.2,6,0,Graduate,0
1,28,10.8,1.4,1.74,7,13,7,10.285714285714286,13,0,Dropout,3
2,18,9.4,-0.8,-3.12,0,5,0,0.0,5,0,Enrolled,2
1,20,8.9,1.4,3.51,0,6,6,13.571428571428571,7,0,Graduate,0
1,18,11.1,0.6,2.02,0,6,6,14.285714285714286,7,0,Graduate,0
3,19,12.4,0.5,1.79,0,5,5,10.2,7,0,Graduate,0
1,24,12.7,3.7,-1.7,0,8,2,10.25,16,1,Dropout,0
4,21,10.8,1.4,1.74,0,6,0,0.0,0,0,Dropout,2
1,20,12.7,3.7,-1.7,0,6,6,14.833333333333334,7,0,Graduate,0
1,21,13.9,-0.3,0.79,0,6,5,13.625,12,0,Graduate,0
1,24,10.8,1.4,1.74,0,7,7,12.271428571428572,7,0,Graduate,0
1,27,10.8,1.4,1.74,0,5,0,0.0,0,0,Dropout,2
6,19,8.9,1.4,3.51,0,5,4,12.5,8,0,Enrolled,0
1,39,8.9,1.4,3.51,3,9,9,13.22222222222222,10,0,Graduate,1
1,25,12.4,0.5,1.79,0,7,2,15.0,13,0,Dropout,0
1,18,9.4,-0.8,-3.12,0,0,0,0.0,0,0,Dropout,2
1,19,10.8,1.4,1.74,6,12,12,13.166666666666666,12,0,Graduate,3
1,21,13.9,-0.3,0.79,0,6,5,13.833333333333334,8,0,Graduate,0
1,27,8.9,1.4,3.51,0,5,0,0.0,0,0,Dropout,2
3,19,7.6,2.6,0.32,0,5,0,0.0,6,0,Enrolled,2
3,18,10.8,1.4,1.74,0,8,7,13.154285714285717,8,0,Enrolled,0
1,27,9.4,-0.8,-3.12,7,12,9,12.333333333333334,12,0,Dropout,3
3,18,12.7,3.7,-1.7,0,6,6,13.0,6,0,Dropout,0
1,19,9.4,-0.8,-3.12,0,5,2,11.5,14,2,Enrolled,0
1,19,13.9,-0.3,0.79,0,6,3,13.25,15,0,Dropout,0
1,22,15.5,2.8,-4.06,0,6,3,13.333333333333334,12,0,Enrolled,0
2,18,10.8,1.4,1.74,0,6,6,13.5,6,0,Graduate,0
4,18,10.8,1.4,1.74,0,6,6,12.666666666666666,7,0,Graduate,0
1,23,9.4,-0.8,-3.12,7,11,11,15.090909090909092,18,1,Dropout,3
4,20,9.4,-0.8,-3.12,0,0,0,0.0,0,0,Dropout,2
3,18,16.2,0.3,-0.92,0,6,6,13.166666666666666,7,0,Graduate,0
4,18,12.4,0.5,1.79,0,6,6,12.833333333333334,6,0,Graduate,0
3,18,8.9,1.4,3.51,0,5,5,11.8,7,0,Enrolled,0
2,20,12.7,3.7,-1.7,0,6,6,11.833333333333334,6,0,Graduate,0
3,20,15.5,2.8,-4.06,0,6,5,12.8,6,0,Graduate,0
1,21,12.4,0.5,1.79,2,7,5,11.8,7,0,Dropout,0
1,22,13.9,-0.3,0.79,0,0,0,0.0,0,0,Enrolled,2
1,20,11.1,0.6,2.02,0,5,5,15.8,7,0,Dropout,0
1,19,15.5,2.8,-4.06,0,0,0,0.0,0,0,Enrolled,2
1,19,12.4,0.5,1.79,0,5,2,12.5,9,0,Enrolled,0
1,20,8.9,1.4,3.51,0,6,6,14.666666666666666,9,0,Graduate,0
1,19,12.4,0.5,1.79,2,6,4,12.5,10,0,Dropout,0
1,19,11.1,0.6,2.02,0,5,3,12.0,7,0,Dropout,0
1,24,8.9,1.4,3.51,2,8,7,13.142857142857142,8,0,Enrolled,0
1,18,10.8,1.4,1.74,0,6,3,12.666666666666666,6,0,Dropout,0
1,18,8.9,1.4,3.51,0,5,5,15.0,6,0,Enrolled,0
1,18,8.9,1.4,3.51,0,6,5,13.6,7,0,Dropout,0
5,18,8.9,1.4,3.51,0,6,6,12.5,6,0,Graduate,0
1,21,12.4,0.5,1.79,0,6,6,13.333333333333334,7,0,Graduate,0
1,18,11.1,0.6,2.02,0,6,4,12.25,13,0,Dropout,0
1,18,11.1,0.6,2.02,0,7,7,15.101428571428572,7,0,Graduate,0
2,18,10.8,1.4,1.74,0,6,6,13.166666666666666,6,0,Graduate,0
6,23,13.9,-0.3,0.79,0,6,4,11.0,8,0,Dropout,0
2,21,8.9,1.4,3.51,0,5,3,11.666666666666666,9,0,Graduate,0
1,20,9.4,-0.8,-3.12,0,6,1,10.0,13,0,Enrolled,0
1,26,7.6,2.6,0.32,4,7,7,11.571428571428571,15,0,Dropout,3
6,18,7.6,2.6,0.32,0,6,6,12.166666666666666,6,0,Enrolled,0
1,18,16.2,0.3,-0.92,0,0,0,0.0,0,0,Dropout,2
1,19,8.9,1.4,3.51,0,6,6,13.833333333333334,6,0,Graduate,0
3,20,13.9,-0.3,0.79,0,7,6,12.357142857142858,10,0,Graduate,0
3,19,16.2,0.3,-0.92,0,6,6,12.166666666666666,7,0,Dropout,0
1,21,12.4,0.5,1.79,3,6,3,12.0,8,0,Enrolled,0
1,33,10.8,1.4,1.74,5,10,9,12.416666666666666,14,0,Graduate,3
2,18,7.6,2.6,0.32,0,5,4,12.75,7,0,Graduate,0
1,21,7.6,2.6,0.32,12,21,18,14.933333333333334,33,12,Graduate,3
1,19,8.9,1.4,3.51,0,6,6,13.0,6,0,Graduate,0
1,33,8.9,1.4,3.51,0,7,7,12.857142857142858,7,0,Enrolled,1
4,18,15.5,2.8,-4.06,0,7,7,14.455000000000002,10,0,Graduate,0
1,18,11.1,0.6,2.02,0,6,6,14.0,8,0,Graduate,0
3,20,11.1,0.6,2.02,0,6,6,13.5,6,0,Graduate,0
2,20,11.1,0.6,2.02,0,6,0,0.0,0,0,Dropout,2
2,20,10.8,1.4,1.74,0,6,6,11.666666666666666,6,0,Graduate,0
1,19,10.8,1.4,1.74,0,5,4,12.0,6,0,Graduate,0
3,19,13.9,-0.3,0.79,0,6,6,11.714285714285714,7,0,Graduate,0
3,21,11.1,0.6,2.02,0,6,6,12.666666666666666,8,0,Graduate,0
1,26,12.4,0.5,1.79,0,6,3,11.75,11,0,Enrolled,0
1,21,16.2,0.3,-0.92,0,6,0,0.0,0,0,Dropout,2
4,18,12.7,3.7,-1.7,0,8,7,12.328571428571427,8,0,Graduate,0
1,27,12.4,0.5,1.79,0,7,6,11.666666666666666,14,0,Dropout,0
1,20,15.5,2.8,-4.06,5,12,12,13.25,12,0,Graduate,3
